content,score
"WOYYYY gw udah bayar kok gabisa, saldo udah kesesottttttttttttt",1
Iklan banyak sekali...susah buat nonton,1
Udh bayar premier tapi malah g bisa di buka,1
Buffering parah dan suka ke close sendiri,1
seriesnya bagus2 tp sk ngadat muluk,1
Tolong untuk login bisa gk kasih tombol pilihan buat wa/SMS biar pasti masuknya kmn biar gk perlu nunggu dari wa apa SMS eh taunya gk ada yg masuk kode verifikasinya,3
"Saya coba dulu, Jika bagus nanti di tambah 🌟 Bintang..",4
Ok,5
Aplikasinya error kah min ?,3
"Iklannye banyak bener, udah gitu tiba2 suruh langganan ..",1
"kenapa tidak bisa nonton,padahal sudah bayar",1
"Aku suka sih aplikasi VIDIO ini, tapi kalo aku lagi asik nonton eh malah iklan lagih",4
Gimana caranya berlangganan dari luar negeri,2
Saya coba dulu..,5
Ff lebih asik,3
dih proliga 2024 baru hari pertama aja udah premium,1
"Payah gangguan, udah 2 hari ga bisa dibuka aplikasi nya. Loading terus",1
saya sudah lama berlangganan dan tidak ada kendala. kenapa sekarang buka aplikasi hanya loading setelah itu muncul notif gagal memuat konten. padahal paket langganan masih aktif,3
Aplikasiny bagus tpi tolong defeloper tambahin 1 series thapki yg diantv dulu dong,4
Percumah laganan klo aplikasi y kayak gini jarigan bagus buat nonton YouTube bisa tpi pas buka vidio tiba tiba ada masalah tibak bisa menampilkan konten coba beberapa menit lagi rugi klo kayak gini Tapi di buka di web biasa kok bisa di aplikasi y malah gak bisa,1
Aplikasi ini sudah bagus untuk nonton selanjutnya ceritanya,5
Setelah update kok gak bisa download video,2
"BUAADJINGAN, ORANG LAGI NONTON FINAL MALAH ERROR",5
bagus,5
aku download aplikasi video ini dan aku kasih bintang 4 terimakasih,4
fei,1
kenapa video tidak bisa di download 😭😭,3
aplikasi nya jelek baru liat vidio 1menit timbul iklan lagi liat vidio 1menit iklan lagi kebanyakan iklan,1
"Parah ni, baru juga aktifkan paket Sudah minta aktifkan lagi. Padahal paket blm abis",1
Sangat bagus,5
"Tolong iklan nya di kurangi, karna mengganggu menonton film, belum 1 video pasti 2 iklan, 3 menit langsung iklan, iklan ny sangat mengganggu",2
Lelet skrang vidio,5
Tolol bgt si ini aplikasi,1
Mantap,5
tolong d perbaiki lgi untuk pembelian primer di luar negri,5
"Aplikasi gaguna, di klik aplikasi stag di logo vidio terus, padahal sudah di uinstal terus instal lagi",1
Film yang ditayangkan film lama,1
Boa. Bosyulh,1
"Bagus banget aplikasi nya, saya sangat suka, banyak yg bisa di tonton gratis, contohnya sinetron diantara dua cinta, makasih min",5
ribet,1
Jelek,1
Bantu bgt buat nonton lida zozo wkwkwk,5
"Sangat jelek , setiap hari di sms di minta pembayaran padahal sudah ga mau lagi berlanganan , jangan sampe kalian kaya saya . Mana ikalnya banyak",1
Seru dan banyak film yang serem dan ada film magic 5 terima kasih yang bikin ini bagus sekali,5
Serru,5
masa saya daptar tdk hisa masuk coba lagi mulu,1
Top,5
"Tambah donk channel nya one tv Asia, animax Asia atau aniplus",3
Kenapa net tv tidak bisa ditanyangkan,5
Sangat cocok,3
"MNCTV kok gk ada ya,,,",1
Iklan udah di ulang banyak bgt ttp aja kembali ke awal ga jelas bgt dasar jelek,1
"Tiba"" gak bisa dibuka.. padahal Premium",4
"Pemutar movie nglag cm muter2 ulang trus.. Awal2 lancar, makin kesini makin g bisa d putar,",1
bagus banget deh aku suka sama film anak nya makasih yah video semoga bisa lebih besar pedonwl nya,5
Mantap,5
Ok,5
Subtitle nya di tv kecil kali. Tolong segera di perbaiki sbelum mata kami rusak.. klo di hp okelah gk maslaah,2
Udh daftar platinum 6 bulan... tp msh bnyak yg g bisa di tonton dan masih ada iklan... pantesan sepi app video ini...,1
gak sabar bgt pen nonton santri pilihan bunda,4
Maaf kasih bintang tiga karna mau nonton live dan tayangan TV suka loading padahal sinyal bagus,3
Paket mahasiswa hanya untuk yang ngampus saja kalau bisa ditambahin untuk yang remaja yang remaja juga pengen nonton film yang bagus dengan harga yang murah karena uang saku tidak seberapa,3
"Paket berlangganan malah pembayaranya di tarik dua kali pulsa di tarik sama dana saya ditarik otomatis, ini gmn belom ada respon di laporan juga Harusnya klo pembayaran sudah berhasil knp penarikan di saldo dana jga di tarik",1
Lyury,3
God Bless Your Job And God Bless You,5
kebanyakan iklan,1
"GK jelas masa iya aku mau nonton GK bisa bisa, memuat Mulu padahal wi fi lancar",3
Udh bayar tapi baru di jeda sebentar malah di suruh bayar lagi pdhl kan tinggal 25 menit lg mana waktu udh di bayar lagi tetep gak bisa😠,1
"Bagus , tapi kenapa sekarang saya tidak bisa login ke akun ? Tiba2 sekarang apk vidio ny ngelag total padahal jaringan lancar",5
Aplikasi nya bagus pokonya keren lagi,5
"Mengecewakan siaran NBA nya dikit ga lengkap, sama dengan saya punya indovision. Rugi gw langganan premium ternyata siarannya sama aja",1
Keren,5
Banyak iklan mengganggu sekali untuk nonton walaupun premium,1
Good,5
Stupid app,1
gk bisa gratis 👎👎👎👎,1
Pembelian paket gagal aja terus,1
"Ngelagnya parah sih ini, udah lama tpi nggak pernah diperbaiki....",1
Norak banyak iklan,1
Ngecrash di hp oppo a95,1
"Buruuuuk. Sudah langganan, tp sering eror. Kali ini mau nonton malah loading layar hitam terus. Fix lah stelah ini gak akan memperpanjang, pindah k yg lain.",1
J!!!!!,1
bagus,5
Mau beli paket ribet,2
Kok gak ada RCTI ya sh,2
"Apalah aplikasi ini gak tayang"" live bola",1
"Kenapa untuk timnas Indonesia tidak live di vidio, jika di tayang oleh pihak lain.",2
Memuaskan,5
Udah langganan tp nonton HSS masih harus bayar lagi😏 Match Timnas Indonesia juga ga tayang disini😮‍💨,1
APK ini berguna bgt buat saya yang suka nonton live football pokonya apk ini BAGUS BGT👍,5
Ancuuuuuuuuuuuur.......!!!!!,1
Aplikasi jelek..,1
Apk tolol apsih susah bet langganan eror segala tolol,1
"Sory ya gua kasih satu bintang ini aplikasi gua masuk tiba"" keluar sendiri, ga kaya biasanya",1
Saya sudah membeli paket premium. Tapi tdk bisa di buka,3
Jelek,1
Nonton per konten aja bayar 27K babik,1
Harus bayar..bedah ma YouTube,1
The Raid Ada The Raid 2 ada Headshot Ada Hmm bisa kali kalo ada Film Merantau nya,5
"Kualitas appnya udh bagus, tapi siaranya suka lag padahal jairngan nya bagus",4
Sumpah ngaco muter² sendiri gatau knp pdhl jaringan lancar,2
"Tolong dong kak? Kalo berlangganan liga Champions dan primer league harganya lebih murah mana paket terndahnya ngk ada premier league hala pusing kemahalan siaran bola dikit asyu😫 di tambah jaringan ngelek mulu, aplikasi suka keluar sendiri, pusing banget dah jujur pengen tixic rasanya😭😫😡",1
Katro,1
Siapa yg disini cuma mau liat chef arnold gelut,5
"Sudah langganan paket nonton hws kok masih ada iklan, yg bener aja rugi dong saya.",1
apk sampah orang mau nengok paris pernandes tinju malah disuruh bayar apk sampah pantes aja Byon lebih rameh dari pa HSS,1
Waduh kok malah bikin gue tambah tambah,1
"Udh beli primer sering gangguan, gak bisa nonton selalu bermasalah (Gagal menampilkan halaman)",1
"nonton NBA playoff diawal2 ronde cuma pertandingan pilihan doang, gak semua pertandingan ada, sayang bgt padahal kalo playoff tuh, semua tim seru buat ditonton :(",3
"Sudah berlangganan bayar mahal2 tapi kenapa masih ada tantangan siaran langsung yg harus bayar lagi kalau mau nonton, aplikasi nya tidak rekomen",1
Yoi,5
sangat mengganggu popup untuk berlangganan. setiap kehalaman utama selalu muncul.,1
Mau berlangganan beli paket aja gabisa.. Semua opsi pilihan pembayaran pas di klik error code bla bla bla gajadi pake dah,2
Aplikasi bagus cuma terlalu banyak iklan mengganggu sekali,1
Kenapa saya tidak bisa memutar vidionya dsitu tulisannya gagal memuat,3
"Aplikasi rusak, Klik dikit refresh ulang, apa coba.",3
ga seru,1
"Katanya bisa nonton hss gratis, gataunya berbayar",1
Kan aku udah beli paket platinum tapi kok pas aku sambungin ke smart tv kok pas mau nonton vidio malah gak bisa ya tolong dong tapi kalau nontonya di hp bisa paket premiumnya,1
Serba bayar,1
Nonton live wahh bayar cok aplikasi apaan ini anj,1
Iklannya ga ngotaq bang. Nonton red spark vs Indonesia kok iklannya sejam nonstop keburu habis pertandingan. Parah,4
"""Saya menyukai nya acara film“ SANTRI PILIHAN BUNDA ”sangat saya sukai , Namun ada kendala nya ,apa kendalanya iklan yang datang secara tiba-tiba kesel banget udah lama iklanya ada 2 sih namun lama lah jadi kesel ,nungguin nya ,saya kasih bintang nya lima aja tapi ada syaratnya donk plis iklan boleh 1 aja tapi bentar aja gitu donk , Oky bye dhh ya terimakasih ......""",5
"jelek banget gila, udah langganan tapi masih ada iklannya, trs kadang vidionya macet vidionya berhenti tapi cuman suaranya lanjut, terus suka tiba-tiba malah keulang gajelas pokonya",1
Aplikasinya sebenarnya bagus banget tapi kenapa ya sllu ngelag . Jdi ga bisa nonton,4
Love,5
Aplikasinya bagus tapi akhir akhir ini setiap mau komen tidak bisa dan ada tulisan gagal mengirim pesan,1
"Aplikasi apaan,ga bisa langganan error' terus",1
Belum buka tapi udah ngereking tapi pasti hasilnya bagus banget🥰,5
Kenapa vidio nya erorrr,1
Kenapa aplikasi saat ini tidak dapat dibuka atau error,5
Bagus aplikasinya,4
Tidak ada siaran GTV uninstall aja,1
Tidak bisa beli pakai pulsa,3
"Mohon dulu ni bagaimana aplikasi kasinya makin kesini kok makin buruk,bisa² nya tampilan error seketika dan tidak bisa kembali seperti semula mohon perbaikannya bagai mana ni...!malah sudah mahal² lagi buat aktifkan paketnya tapi tidak dapat di pakai",2
"Gagal menampilkan halaman terus. Padahal sinyal sudah dipastikan bagus, nonton youtube lancar. Percuma langganan premium kalau aplikasinya kaya gini.",1
Minimal kalau membuat iklan itu yang ngotak dikit bisa kan? Gk harus sampai semenit segalaaa,1
Mau nonton hss kok harus bayar si aelahh,1
"Gimana si mau beli paket hss 5 pakai indosat, pembayaran tidak berhasil, padahal pulsa juga ada",1
kenapa skrg saya tdak bisa beli paket,4
"Mau nonton tv lokal aja musti bayar sekarang mah, payah",1
Sayangnya belum bisa live streaming di bagian negara Asean,2
macet macet video nya pdhal jaringan lancar tapi sering macet macet heran cih,2
Kalo ada bola live ga bisa nonton yg lain,1
go-pay Saya tiba-tiba habis saya kira apa ternyata video menguras go-pay saya padahal saya nggak ada nggak bayar premium di video,1
Gak seru nntn boxing nya di suruh bayar. Langsung uninstal dah,1
"Saran apl lain yg serupa dong, nih apl kebanyakan iklan",1
Banyak bnget yg login ini aplikasi. Saya mau nonton santri pilihan bunda susah banget dari tadi. Plissssssas mau nonton nih.,5
Woww,5
ok,5
Kenapa setiap nonton video nggak bisa berurutan yaa..? Masa abis 4 bkannya ke 5 tp mlh ke episode 3 lg.. Jdi hrus nyari dlu video lanjutannya.,2
Dulu bagus gak terulang-ulang sekarang kok malah setelah di upgrade malah setelah di nonton udah sedikit-sedikit diulang lagi dari pertama Capek banget harus di anu anu sampai bikin aku marah-marah,1
Cakep,5
"Aplikasi jlk,udah langganan malah eror terus pdhl jaringan bagus,kecewa banget merasa percuma bayar langganan",1
"Lagi nonton series santri pilihan bunda, kemaren beli episode exspressnya yang episode 8, baru nonton setengah niatnya mau dilanjutin lagi besoknya, eh langganan premierku ternyata udah berakhir, terus episode yang udah aku beli itu kenapa gak bisa ditonton lagi? Rugi dong aku udah beli episodenya tapi gak bisa nonton... mengecawakan banget aplikasi ini, untuk langganan premiernya juga mahal menurutku",1
Banyak iklan,1
bagus banget,5
"Kalau catch up acara Iklannya busettt banyak bgt, auto uninstall kalau kaya gini,",1
Kebanyakan iklan kek tv aja wkwk,1
Taio,5
keren si aplikasinya,5
Sukses BerkahBarokah Selalu,5
Kenapa tidak ada major league soccer di vidio?.. nyesel berlangganan 77ribuan kalau kek gini,1
Sangat bagus,5
Pas Di tv berat banget . Loading terus,1
"2 kirim email belum ada balasan. Setelah update app kenapa tiap kali live epl/ucl selalu patah-patah padahal jaringan internet baik, sebelum update app biasa aja lancar",1
Bagi kami pelanggan tetap vidio diberikan promo setiap bulan potongan biaya paketnya.,5
"Kacau tiba tiba keluar dg sndri, trus lag ga bisa nonton",1
"Buffering tanpa batas padahal langganan sampe beli paket 2x(diamond + platinum) konyoll!!! Tetep aja gabisa nonton apa"",segala suruh hapus cache restart hp,sampe"" suruh hapus paketan saat ini dan di suruh beli lagi,hadeeehh dikira duit tinggal metik kali,sumpah kecewa bgt sm apk ini,padahal dulu awal"" langganan bagus bgt,kesini"" malah kaya gini Saya saranin mending jgn pake apk ini untuk yg pengen berlangganan deh drpd menyesal nantinya Abis di update malah gabisa dibuka wkwkwk Mental terus!!!!",1
Menurut ku sudah lumayan bagus. Tapi loading nya lama mungkin karena sinyal jelek,5
"Tiap bulan udah auto debit diovo tapi setiap mau nonton gabisa ,katanya harud langganan padahal akun ajtif langganan diamond.udah komplen gaada tanggapan 3x ,cuma ambil duit doang tapi ga ngebantu ada masalah",1
"Sering ngelag gk jelas, tiba² ngelag, terus iklan sesudah iklan, ngelag lagi dan kembali ke awal video, terus ngelag lagi pas itu baru lanjut lagi video ny kadang nge skip 10 atau 20 detik padahal jaringan saya enak gk ngelag ku kira karena hp ku aj tapi aku nyoba hp lainnya sama saja makanya sama saya kasih bintang 1 tolong di perbaiki secepatnya ya",1
Nonton FA cup ngelag banget siarannya,3
Tiba tiba gakbisa ditoto,2
Mantap,5
Huhuhu gk bisa liat idola gw krna dh diapus entah dari apl ni atau dari ANTV nya anjir lah 🥵🥲😭,1
Aplikasi mantap. Tapi Tolong harga paketnya jangan kemahalan.,4
"Setelah upgrap jdi tambah lemot banget....masa louding hampir 3menit belum jg masuk ke tanyangan tv-nya padahal sbelum di upgrap lancar jaya,tolong di perbaiki lgi biar penggemar video tidak kecewa. Terima kasih",5
Jelek poll,1
saya blm berlangganan semntara saya kasih bintang 4 dulu,4
"nonton dibatasi, mengecewakan",1
Setelah di upgrade tambah jelek,1
VERY GOOD!,5
smpah kcewa banget udh berlangganan 2 kali beli tapi ga bisa di pke sama sekali tolong lah di perbaiki lagi mau nonton aja susah banget saldo udh kepotong nonton ga bisa,1
"Semua vidio ya harus prabayar, vidio yg tersedia berdurasi pendek tidak full, harus langganan primium, siaran ulang aj berdurasi pendek tidak full🙏",1
"Aplikasi mahal, harus bayar",3
Bagus banget apk,5
aplikasi bloon vidio ngya muter doang,1
mau premium tp ko gabisa terus deh,1
kasih 4 dulu,4
buruk dah jelek,1
Moga apl ini bagus,4
Bad,1
"Vidio pekok iklannya setengah jam, tlol.",1
sukaa bnget tpi banyak iklan kedepan nyaa di perbaiki lgi,5
Okee,4
Ok,5
Kbnyak iklan,1
Mantap men,5
"Gak jelas bngt..... Filmnya GK beraturan, malah acak²kan",1
Minimal free live redspark vs indonesia all star😭,1
Gatau Belum di coba Nilai aja dulu,5
"saya ngerti klo nonton gratis harus liat iklan , tapi ini suka keluar klo udh liat iklan ,balik lagi iklan lagi ,sinyal padahal baguss",1
Jelek banget asu...,1
Patah-patah gak jelas!!!,1
Kenapa kok gak bisa di buka aplikasi Vidio nya,3
"Makin sini sinyal makin ga ada,sayang uang udah beli langganan,pas nonton tidak nyaman,padahal sinyal full bagus,saran aja buat kalian mending jangan di download,dan yang udah download berhenti berlangganan guyssss",1
Apakah cuma saya saja yg tidak bisa dibuka aplikasinya?,3
Server lu sampah banget sih. Lain streaming aman . Lah elu tol banget. Blok,1
Aplikasinya GK bisa login,4
"Agak kecewa,kalau bisa tolong iklannya dikurangi jangan terlalu banyak soalnya setiap kali mau nonton pasti lewatin nya 2 iklan, mana sekali iklan hampir 1 menit",2
Aplikasi premier liga top,5
F1 tv di hapus😡😠🤬,1
Kok sya ke sulittan tuk berlangganan ya,2
👌🤗🤗,5
Jelek ih,1
Sebenarnya enak si tapi tolong kurangi iklan nya dong,3
Buat kalian nih yg ngeluh iklan pikir kelen film tuh murah beli nya? Kelen mikir lah EMG iklan tuh buat kesel kita cuman liat dulu iklan itu untuk mereka beli film nya,5
👍,5
wa dilv .....p......,5
Aplikasinya udah bagus bagus banget tapi masih ada keluhan yang ingin aku sampaikan kenapa ya kan aku lagi klik vidio ratu adil terus harus menunggu 2 iklan ketika menonton tidak lama iklan lagi ini gimana sih tolong di perbaiki ya developer tar saya tambah bintangnya jika sudah di perbaiki jika sampai kapanpun tidak di perbaiki maaf tidak bisa menambah bintangnya😌😌,2
Sebenarnya bgus bgt aplikasi ini.. tp belakangan nonton sinetron yg ad part 1 2 3 dst selalu mundur unt selanjutnya Misal episode 25 part 1 setelah itu lanjutan ny episode 24 part 2 Emg knp y boz kok jd ribet gtu,5
Kbnykan iklan jlk bngat Mau download hurs langganan dlu Ribet...nyesal aku download avk nya,1
Hayo siapa yang maksain donload karna jkt48 mau tampill,5
Sangar baik,5
Kenapa ini gabisa masuk terus??! Tolong lah!,1
Kak ini kenapa ya aplikasi nya skrng di aku gak bisa di buka pdahal udah instal ulang juga daftar ulang juga tpi tetap aja hitam layarnya gak mau gagal terus,5
"Kenapa yah gk bisa msuk ke app vidio nya,selalu aja trjdi kesalahan tiap MW masuk",1
Bagus,5
"Mau berlangganan mau nonton liga italia aja susah bgt harus isi pasword email padahal udh sesuai, tapi tetap salah terus password nya, tolong dong bisa dibantu ? Baru kali ini mao berlangganan streaming susah bayarnya dibikin ribet,",1
"Gembel, rugi 1Tirlyun cuma bisa buat kaya gini, gimana mau ngalahin Netflix",1
iklan mulu buset mana di skip muncul lagi iklannya berlapis lapis mana di atas 2 menit semua buset dah,1
Kode bank bri,5
Udah ngga bisa di screen mirroring pake miracast..,1
Jelek banget asli jelek banget,1
"ini gimana ya, sy mau berlangganan kok ggal terus, error terus",2
